6	3	1	1	2023
6	3	1	1	2023
6	3	1	1	2023
6	9	1	1	2023
10	10	1	1	2023
6	3	2	1	2023
6	3	2	1	2023
6	3	2	1	2023
6	1	3	1	2023
6	1	3	1	2023
6	1	3	1	2023
6	1	3	1	2023
6	3	3	1	2023
6	9	3	1	2023
10	10	3	1	2023
10	10	3	1	2023
10	10	3	1	2023
10	10	3	1	2023
6	3	4	1	2023
6	9	4	1	2023
6	9	4	1	2023
6	9	4	1	2023
10	9	4	1	2023
6	9	5	1	2023
6	9	5	1	2023
10	10	5	1	2023
6	3	6	1	2023
6	9	6	1	2023
6	9	6	1	2023
6	3	7	1	2023
6	3	7	1	2023
6	9	7	1	2023
6	3	8	1	2023
6	9	8	1	2023
6	9	8	1	2023
6	9	8	1	2023
6	9	8	1	2023
12	12	8	1	2023
12	12	8	1	2023
12	12	8	1	2023
6	3	9	1	2023
6	10	9	1	2023
6	3	10	1	2023
6	9	10	1	2023
6	10	10	1	2023
10	4	10	1	2023
10	4	10	1	2023
10	4	10	1	2023
10	4	10	1	2023
10	9	10	1	2023
10	10	10	1	2023
6	3	11	1	2023
6	3	12	1	2023
6	9	12	1	2023
10	9	12	1	2023
6	3	13	1	2023
6	3	13	1	2023
6	3	13	1	2023
6	9	13	1	2023
6	9	13	1	2023
6	3	14	1	2023
6	3	14	1	2023
6	9	14	1	2023
6	9	14	1	2023
6	3	15	1	2023
6	3	15	1	2023
10	3	16	1	2023
10	4	16	1	2023
10	4	16	1	2023
6	10	17	1	2023
6	10	18	1	2023
10	9	18	1	2023
6	3	19	1	2023
6	3	19	1	2023
6	9	19	1	2023
10	4	19	1	2023
6	3	20	1	2023
6	3	20	1	2023
6	9	20	1	2023
10	4	20	1	2023
10	4	20	1	2023
10	4	20	1	2023
10	4	20	1	2023
10	9	20	1	2023
6	3	21	1	2023
6	3	21	1	2023
6	3	21	1	2023
10	4	21	1	2023
10	4	21	1	2023
6	3	22	1	2023
6	9	22	1	2023
6	9	22	1	2023
10	9	22	1	2023
12	9	22	1	2023
12	9	22	1	2023
12	9	22	1	2023
12	9	22	1	2023
12	9	22	1	2023
12	9	22	1	2023
6	3	23	1	2023
6	9	23	1	2023
6	9	23	1	2023
10	4	23	1	2023
6	3	24	1	2023
6	3	24	1	2023
6	3	24	1	2023
6	9	24	1	2023
6	10	24	1	2023
6	9	25	1	2023
6	9	25	1	2023
6	9	25	1	2023
6	9	25	1	2023
10	9	25	1	2023
10	9	25	1	2023
6	9	26	1	2023
6	9	26	1	2023
6	9	26	1	2023
10	9	26	1	2023
6	1	27	1	2023
6	1	27	1	2023
6	1	27	1	2023
6	1	27	1	2023
6	9	27	1	2023
6	12	27	1	2023
10	4	27	1	2023
6	3	28	1	2023
10	4	28	1	2023
10	5	28	1	2023
10	5	28	1	2023
6	1	29	1	2023
6	1	29	1	2023
6	1	29	1	2023
6	9	29	1	2023
6	9	29	1	2023
6	10	29	1	2023
6	10	29	1	2023
10	9	29	1	2023
10	9	29	1	2023
6	3	30	1	2023
6	9	30	1	2023
6	10	31	1	2023
6	10	31	1	2023
10	4	31	1	2023
10	4	31	1	2023
10	4	31	1	2023
10	4	31	1	2023
10	12	31	1	2023
10	12	31	1	2023
6	10	1	2	2023
10	4	1	2	2023
10	9	1	2	2023
6	1	2	2	2023
6	3	2	2	2023
6	10	2	2	2023
6	10	2	2	2023
6	10	2	2	2023
6	1	3	2	2023
6	1	3	2	2023
6	1	3	2	2023
6	1	3	2	2023
6	1	3	2	2023
6	1	3	2	2023
6	1	3	2	2023
6	1	3	2	2023
6	1	3	2	2023
6	1	3	2	2023
6	9	3	2	2023
6	9	3	2	2023
6	10	3	2	2023
10	4	3	2	2023
10	5	3	2	2023
10	9	3	2	2023
6	1	4	2	2023
6	3	4	2	2023
6	9	4	2	2023
6	9	4	2	2023
6	1	5	2	2023
6	1	5	2	2023
6	1	5	2	2023
6	9	5	2	2023
6	9	6	2	2023
6	9	6	2	2023
6	10	6	2	2023
6	10	6	2	2023
11	9	6	2	2023
6	3	7	2	2023
6	9	7	2	2023
6	9	7	2	2023
6	9	7	2	2023
7	5	7	2	2023
7	5	7	2	2023
7	5	7	2	2023
9	9	7	2	2023
9	9	7	2	2023
9	9	7	2	2023
9	9	7	2	2023
9	10	7	2	2023
11	9	7	2	2023
6	3	8	2	2023
6	3	8	2	2023
6	3	8	2	2023
6	4	8	2	2023
